BHK,SqftArea,Bathrooms,Balconies,CityTier,LocationType,Furnishing,PropertyAge,PowerBackup,SalePrice_INR,PricePerSqft
3,946.8619249557763,4,1,Tier 1 (Metro),Tech Park,Unfurnished,10,No,15598116.43004544,16473.485752184995
1,410.9682151980128,2,2,Tier 1 (Metro),Outskirts,Unfurnished,0,Yes,5249882.982666799,12774.42582788866
3,1480.776670755385,2,2,Tier 2,Tech Park,Unfurnished,11,No,12504627.125559403,8444.640824318529
2,1107.258181903438,1,1,Tier 1 (Metro),Outskirts,Semi-Furnished,24,Yes,9911620.908387596,8951.499361557186
3,841.161653670016,3,1,Tier 1 (Metro),Suburbs,Semi-Furnished,8,No,12139863.959939362,14432.260323533219
1,483.78760245201414,1,0,Tier 1 (Metro),Suburbs,Unfurnished,4,No,5064285.337683969,10467.9932102772
3,1542.9146309636858,4,1,Tier 3,Tech Park,Fully Furnished,14,Yes,10003229.449460965,6483.333068928816
2,1169.9223977032425,2,2,Tier 1 (Metro),Outskirts,Fully Furnished,17,No,12562741.834006585,10738.098406073252
3,1707.8572752712312,4,0,Tier 2,Tech Park,Fully Furnished,8,Yes,16127737.394899758,9443.258302915536
1,558.2571318808805,1,3,Tier 2,City Center,Unfurnished,12,Yes,4670669.267590565,8366.519657087301
3,1260.0178479894198,4,2,Tier 1 (Metro),Tech Park,Semi-Furnished,12,Yes,22283743.12762313,17685.25990578686
3,927.5993588630076,2,2,Tier 1 (Metro),Suburbs,Semi-Furnished,23,No,11772378.420101602,12691.231734497354
3,1382.0841728815797,4,0,Tier 2,Outskirts,Fully Furnished,12,No,8648788.900311839,6257.787383730418
3,1800.489547562568,2,3,Tier 1 (Metro),Outskirts,Fully Furnished,9,No,18765149.426820107,10422.248466937022
3,1918.0363582573295,2,2,Tier 1 (Metro),Tech Park,Semi-Furnished,9,No,32780550.622878447,17090.68260450593
3,1713.1647306893356,2,1,Tier 2,Suburbs,Fully Furnished,21,No,11917313.785516694,6956.315158742183
2,1085.868164560347,2,2,Tier 1 (Metro),City Center,Fully Furnished,6,Yes,22963153.485222865,21147.275732611914
3,1613.8918945157898,2,0,Tier 1 (Metro),Tech Park,Semi-Furnished,21,Yes,27895893.39381007,17284.858724802987
2,888.7762506478439,2,0,Tier 1 (Metro),Outskirts,Fully Furnished,4,Yes,10303892.170647677,11593.347778067875
1,486.993970644638,1,0,Tier 1 (Metro),Suburbs,Fully Furnished,19,Yes,7025519.386808983,14426.296443689527
1,666.906952582633,1,2,Tier 2,Outskirts,Unfurnished,6,Yes,3005744.466660551,4506.992249849313
2,811.4883988416248,2,3,Tier 2,Outskirts,Fully Furnished,19,Yes,4628480.868157543,5703.69320715436
3,1984.4336372129555,4,1,Tier 2,Outskirts,Unfurnished,9,No,10696189.63207735,5390.046525869037
3,1403.3915536523825,3,0,Tier 2,Outskirts,Semi-Furnished,9,No,7659873.395483485,5458.115645308224
3,1897.6296327285236,4,3,Tier 1 (Metro),City Center,Unfurnished,24,Yes,35824537.75239695,18878.572053539403
3,1077.9554971507384,4,1,Tier 1 (Metro),Suburbs,Semi-Furnished,20,No,14629674.265610151,13571.686683058286
2,1117.1808402329298,2,0,Tier 1 (Metro),Tech Park,Unfurnished,23,Yes,17199053.204629157,15395.048487443799
2,852.6459728104755,1,1,Tier 1 (Metro),Suburbs,Unfurnished,12,No,11492766.389904767,13478.94290994248
2,716.9465616151625,1,1,Tier 3,Suburbs,Unfurnished,14,Yes,2275487.9340969757,3173.859888484124
2,1043.7068084821892,2,3,Tier 3,Suburbs,Fully Furnished,5,Yes,7344672.9552929485,7037.103615309304
1,600.9471788595969,2,1,Tier 1 (Metro),Tech Park,Fully Furnished,19,No,10266054.723868245,17083.123251114837
2,831.0117122813008,2,0,Tier 1 (Metro),Suburbs,Fully Furnished,11,Yes,11942783.61535237,14371.378211465797
3,1050.2952118624794,3,3,Tier 1 (Metro),Tech Park,Fully Furnished,18,Yes,18465963.087146923,17581.6883468424
3,1472.4465706995136,3,2,Tier 1 (Metro),Tech Park,Fully Furnished,10,Yes,26073742.642471585,17707.768255444924
5,2456.2823356114095,3,2,Tier 1 (Metro),City Center,Unfurnished,5,Yes,48887395.97258542,19903.003520324764
4,2219.3278510217997,2,3,Tier 2,Outskirts,Fully Furnished,0,No,13362727.398823686,6021.069574137665
3,1784.8783714093465,3,2,Tier 3,Tech Park,Semi-Furnished,1,Yes,12608980.654645892,7064.336067162825
2,988.1169637455012,1,1,Tier 2,Outskirts,Unfurnished,22,No,4430853.387047047,4484.138568223442
3,2056.6509944382788,2,0,Tier 1 (Metro),Suburbs,Unfurnished,14,Yes,26607827.390805487,12937.453881460684
3,1567.2704233605873,3,1,Tier 1 (Metro),Outskirts,Semi-Furnished,3,Yes,16770345.975010805,10700.352488660723
2,930.71469879862,2,3,Tier 2,Outskirts,Fully Furnished,4,Yes,6215353.124275693,6678.0433706468375
2,677.6865281794344,2,0,Tier 3,Outskirts,Semi-Furnished,14,No,2341514.192232661,3455.158240378488
3,1421.2021439051496,2,3,Tier 3,Suburbs,Unfurnished,10,Yes,6369747.522972211,4481.94336765462
2,932.7226109177727,2,3,Tier 3,Suburbs,Unfurnished,9,Yes,3941419.7426174013,4225.714801466167
3,1788.0914388844412,3,3,Tier 2,Tech Park,Unfurnished,16,Yes,15795676.829485154,8833.819393117725
3,1638.7450872200561,3,1,Tier 2,Tech Park,Semi-Furnished,1,Yes,15633518.443289565,9539.933065373849
2,764.1261756734766,1,0,Tier 1 (Metro),City Center,Fully Furnished,19,No,14210799.227037514,18597.451153289658
2,1034.4508772822076,1,0,Tier 2,Suburbs,Unfurnished,23,Yes,5815007.048872102,5621.346722765373
2,1134.3062343458107,1,0,Tier 1 (Metro),City Center,Fully Furnished,9,Yes,22279068.83158053,19641.14112837399
1,652.8031359387833,2,1,Tier 1 (Metro),Suburbs,Unfurnished,19,Yes,6912033.1752992645,10588.235250063875
1,588.7503967414059,1,2,Tier 2,Outskirts,Fully Furnished,2,Yes,4047855.5848042043,6875.333939829386
3,1728.2539962934434,2,1,Tier 1 (Metro),City Center,Semi-Furnished,18,Yes,34032019.07093458,19691.56104595879
2,1012.0171989230328,1,1,Tier 1 (Metro),City Center,Unfurnished,4,Yes,19948882.446917675,19711.999428613322
3,1616.4936016270349,4,3,Tier 1 (Metro),City Center,Unfurnished,2,Yes,31488401.537055656,19479.44706082469
2,1249.9009801412317,2,0,Tier 1 (Metro),Suburbs,Unfurnished,7,Yes,17228795.21835319,13784.128096616449
4,1466.88904100814,3,0,Tier 1 (Metro),Tech Park,Semi-Furnished,4,Yes,26583756.2343011,18122.540622452972
2,930.1121345566088,1,2,Tier 1 (Metro),City Center,Semi-Furnished,11,No,17014898.519997213,18293.384085466576
2,845.4862502487518,2,2,Tier 1 (Metro),Tech Park,Fully Furnished,13,No,14680809.822560513,17363.74756921387
4,2151.6612474904496,2,3,Tier 1 (Metro),Suburbs,Semi-Furnished,6,Yes,29656267.54193307,13782.963083302315
3,1869.0666526952364,4,0,Tier 3,City Center,Unfurnished,10,Yes,13016424.499437904,6964.130723036509
2,880.6051426557852,1,2,Tier 1 (Metro),Suburbs,Fully Furnished,7,No,13406771.772779725,15224.498612791116
3,782.9086897591686,4,2,Tier 1 (Metro),Tech Park,Semi-Furnished,4,No,14595882.277301524,18643.147621456825
2,917.555850995106,2,0,Tier 2,Tech Park,Fully Furnished,7,Yes,9180295.697894312,10005.16283334482
2,1182.6947464034813,1,1,Tier 3,City Center,Fully Furnished,11,No,7846383.8391316775,6634.327127090197
2,1107.525980589976,2,2,Tier 2,Tech Park,Fully Furnished,14,No,8867606.201508202,8006.68007515675
1,542.8186247810576,2,0,Tier 1 (Metro),Outskirts,Unfurnished,18,Yes,4931688.293475393,9085.333605611926
3,1416.002009437656,3,2,Tier 2,Outskirts,Unfurnished,15,Yes,7503643.827043213,5299.175973643691
2,744.1938527560427,2,3,Tier 2,City Center,Semi-Furnished,13,No,7339583.89965381,9862.462411470402
2,1103.0588643248934,1,2,Tier 2,Suburbs,Unfurnished,6,Yes,7731748.2825786825,7009.370517420894
3,1249.7154569896127,3,0,Tier 2,Suburbs,Fully Furnished,7,No,9555556.315593464,7646.185587406788
3,2155.229020014137,4,2,Tier 3,Suburbs,Fully Furnished,6,No,10818068.536397452,5019.451963544223
2,1114.1014416709031,2,3,Tier 3,Outskirts,Unfurnished,17,No,3061128.01109739,2747.6205456716602
3,1325.8055092338145,4,3,Tier 2,Tech Park,Fully Furnished,23,Yes,12221888.673229558,9218.462729343017
2,877.7229505222743,2,2,Tier 1 (Metro),Outskirts,Unfurnished,5,Yes,10232691.228873096,11658.224526069764
3,1472.1167380159236,3,2,Tier 2,Tech Park,Fully Furnished,18,Yes,13480226.909927921,9157.036641058903
3,1428.149423393475,2,3,Tier 3,Outskirts,Semi-Furnished,3,No,6299035.483564474,4410.627753920257
5,3058.416887764977,2,3,Tier 1 (Metro),Suburbs,Semi-Furnished,22,No,39465103.061762184,12903.76835795018
1,518.6416169744047,1,1,Tier 3,Suburbs,Unfurnished,2,Yes,2880363.3975603045,5553.668088502918
1,426.8368261091472,1,1,Tier 1 (Metro),Suburbs,Unfurnished,16,Yes,4222488.656514625,9892.51254397362
2,1378.0881370311565,2,3,Tier 1 (Metro),City Center,Unfurnished,21,No,25151476.258439455,18250.99250373332
2,1009.8616663040445,2,2,Tier 3,City Center,Unfurnished,18,No,4991756.589030022,4943.010271198003
2,1153.7679351937793,2,0,Tier 1 (Metro),Tech Park,Unfurnished,14,Yes,18986690.333847396,16456.247183415195
4,1756.7093970220963,3,2,Tier 1 (Metro),City Center,Fully Furnished,5,Yes,37156353.74946246,21151.11003131675
2,1072.6231255489047,1,2,Tier 1 (Metro),Outskirts,Semi-Furnished,11,No,10967271.413412658,10224.720269573027
2,1062.221998228639,2,1,Tier 1 (Metro),Outskirts,Fully Furnished,18,No,10096771.641275225,9505.330955405365
3,933.105212371154,2,1,Tier 1 (Metro),Tech Park,Semi-Furnished,5,No,16926745.16621011,18140.23214295077
2,1403.055022092128,2,1,Tier 1 (Metro),Tech Park,Fully Furnished,10,Yes,24082455.953119714,17164.299028850488
3,1887.193338276764,4,3,Tier 1 (Metro),Suburbs,Fully Furnished,19,Yes,25258659.844370946,13384.245976321197
1,460.28046838540126,1,3,Tier 3,City Center,Fully Furnished,19,Yes,3382236.7185746897,7348.208214089765
2,779.5460519088289,1,2,Tier 3,Suburbs,Unfurnished,9,No,3744688.176790267,4803.677945159068
1,534.7561613803553,1,2,Tier 1 (Metro),City Center,Semi-Furnished,15,No,10868750.066254327,20324.68412930305
1,508.66976994143965,2,0,Tier 2,City Center,Unfurnished,17,No,4374266.630726743,8599.423219568027
4,2142.267579425292,3,2,Tier 1 (Metro),Tech Park,Unfurnished,13,Yes,36513848.35619984,17044.485342020365
2,1038.315479238818,2,2,Tier 1 (Metro),Suburbs,Fully Furnished,3,No,15417518.477551872,14848.587722928247
3,1651.872296791778,4,1,Tier 1 (Metro),Suburbs,Semi-Furnished,11,Yes,22447182.122805554,13588.933095132033
2,1289.4611398783613,2,1,Tier 3,City Center,Semi-Furnished,19,Yes,7373014.71572692,5717.903772131077
2,1113.6206410257291,1,1,Tier 3,City Center,Semi-Furnished,22,Yes,7034612.135298136,6316.883753895513
4,1580.1378004360236,2,1,Tier 1 (Metro),Tech Park,Semi-Furnished,20,No,26981734.995551206,17075.558212774773
1,636.2562852712451,2,1,Tier 1 (Metro),Outskirts,Unfurnished,7,No,6044375.567120941,9499.907045388381
3,1992.1843690464862,3,0,Tier 1 (Metro),Suburbs,Unfurnished,6,Yes,26839272.481546745,13472.283438501605
5,4076.028367256042,2,0,Tier 2,Suburbs,Semi-Furnished,8,Yes,27876639.797228657,6839.167269092154
3,1162.9517900281207,3,0,Tier 2,Tech Park,Unfurnished,23,No,9294199.675322352,7991.90452692593
4,2097.15280526011,2,1,Tier 1 (Metro),Tech Park,Semi-Furnished,24,Yes,34047182.45985194,16234.955495114275
1,350.0,1,3,Tier 2,Suburbs,Unfurnished,16,No,1321810.010744912,3776.600030699749
2,1110.6298312758418,1,1,Tier 1 (Metro),Suburbs,Fully Furnished,9,Yes,15399057.128203839,13865.15713387069
2,890.3599403666454,2,1,Tier 3,City Center,Fully Furnished,2,Yes,8398659.991769215,9432.881704348347
3,2077.033738447486,2,0,Tier 2,Outskirts,Semi-Furnished,20,Yes,10462173.192405017,5037.074265449894
5,2112.692514990709,2,1,Tier 1 (Metro),Suburbs,Semi-Furnished,24,Yes,28267960.35147288,13380.063663262043
2,662.1633924065477,1,0,Tier 2,Tech Park,Unfurnished,7,Yes,5405927.291410968,8164.038292367417
3,1358.620877789244,2,1,Tier 3,City Center,Semi-Furnished,13,Yes,9059669.499707345,6668.283733758966
2,604.9024457565724,2,2,Tier 1 (Metro),City Center,Semi-Furnished,6,Yes,13398962.07600345,22150.61646716423
3,1725.3298363521928,4,3,Tier 1 (Metro),Tech Park,Unfurnished,15,Yes,28840786.933051914,16716.10049590809
2,586.9833907487359,2,3,Tier 3,Tech Park,Semi-Furnished,17,No,2391597.1414362723,4074.3863951339968
5,2514.228790591579,3,0,Tier 1 (Metro),City Center,Semi-Furnished,10,Yes,50208088.067399144,19969.578049253647
3,876.6564540431409,4,2,Tier 1 (Metro),Tech Park,Fully Furnished,5,Yes,17072058.15806805,19474.057459260912
2,935.9404390926716,2,3,Tier 1 (Metro),City Center,Fully Furnished,19,No,18943778.61814179,20240.367684621524
2,1328.6756311609067,2,0,Tier 3,Tech Park,Fully Furnished,20,Yes,7757205.559030947,5838.298962594224
2,1072.129578287159,1,1,Tier 2,City Center,Semi-Furnished,13,Yes,10329295.847905263,9634.372614182897
2,827.3012790070131,2,1,Tier 3,Suburbs,Unfurnished,20,No,2524583.1702201744,3051.5886222856584
2,993.7593022121832,2,2,Tier 2,Suburbs,Fully Furnished,12,No,7957973.480236585,8007.9486677725035
4,2007.2067488177786,2,3,Tier 1 (Metro),Tech Park,Semi-Furnished,3,No,35296386.89823381,17584.828727296263
3,1641.7891037530217,3,1,Tier 2,Outskirts,Fully Furnished,19,Yes,8683801.207810493,5289.230625273304
3,1089.942491015752,4,0,Tier 2,Suburbs,Unfurnished,19,No,6542613.092791789,6002.714039246714
2,1118.513454769466,1,1,Tier 1 (Metro),City Center,Unfurnished,10,Yes,21435390.749645382,19164.177827492807
4,918.2433473588899,2,1,Tier 1 (Metro),Outskirts,Unfurnished,17,Yes,9119707.96291219,9931.689664992267
3,1311.034634290857,4,3,Tier 1 (Metro),City Center,Unfurnished,0,No,27396338.113793038,20896.73102237441
1,451.17261575484554,2,3,Tier 2,City Center,Unfurnished,11,Yes,3256382.5147814928,7217.597879546216
3,1689.9980478213715,2,0,Tier 3,Suburbs,Unfurnished,17,No,6890235.177118951,4077.0669445455073
3,1506.7892558030608,4,2,Tier 2,Tech Park,Semi-Furnished,6,Yes,14458022.96780784,9595.25223061288
1,359.44369461437134,2,2,Tier 3,Tech Park,Fully Furnished,11,Yes,3140166.9220495597,8736.185859146823
2,803.0013748365969,1,1,Tier 1 (Metro),City Center,Unfurnished,0,No,15897634.29167836,19797.767214176158
2,1039.7360019094813,1,0,Tier 3,Suburbs,Fully Furnished,21,Yes,4889073.3609912,4702.225711153974
2,984.1865316270887,2,2,Tier 3,City Center,Fully Furnished,3,No,7562099.495569579,7683.603923199065
4,1768.3503561457014,2,2,Tier 1 (Metro),Outskirts,Semi-Furnished,17,No,17667092.260617547,9990.719429109491
3,1355.7498631464064,4,1,Tier 3,City Center,Unfurnished,14,No,9360419.964868618,6904.238177937248
3,1708.8503991477867,4,0,Tier 1 (Metro),Suburbs,Unfurnished,2,Yes,23992086.37909389,14039.898630716227
2,896.4614854261571,2,2,Tier 3,City Center,Semi-Furnished,6,Yes,6541249.40684721,7296.743377366235
2,982.3817511941853,1,3,Tier 3,Suburbs,Semi-Furnished,5,No,5628274.263058924,5729.212962493636
3,2150.9809764241627,4,3,Tier 2,Tech Park,Semi-Furnished,14,No,18120998.901851237,8424.527738955636
3,1072.8952089348231,4,1,Tier 2,Suburbs,Semi-Furnished,14,Yes,8408868.959078513,7837.549174468669
1,350.0,1,1,Tier 1 (Metro),Outskirts,Semi-Furnished,5,No,4645800.503336623,13273.715723818923
3,1735.0768994395821,2,1,Tier 2,Suburbs,Fully Furnished,7,Yes,13469221.671024797,7762.896085686613
3,1296.407081611769,4,1,Tier 1 (Metro),Outskirts,Semi-Furnished,7,No,14713881.093275854,11349.73828975286
2,936.352494451476,2,2,Tier 2,Outskirts,Unfurnished,21,Yes,3909926.189956378,4175.69901626294
1,421.88436218688855,2,0,Tier 2,City Center,Unfurnished,0,Yes,5393926.820137251,12785.320584477651
3,1422.0599577697462,4,1,Tier 3,Outskirts,Semi-Furnished,12,Yes,6172978.1605913965,4340.870528604602
2,1319.7076224192683,2,1,Tier 1 (Metro),Suburbs,Semi-Furnished,22,Yes,15791683.046351645,11966.046704650056
2,1160.425691723624,2,2,Tier 3,Tech Park,Semi-Furnished,23,No,5685585.493215366,4899.568782185745
2,1172.4447023773955,1,1,Tier 3,Suburbs,Semi-Furnished,20,Yes,4717959.3013788145,4024.0356682170936
2,716.7545888414709,1,1,Tier 2,Tech Park,Semi-Furnished,12,No,6282550.473724383,8765.274155941168
3,1154.6538790341392,3,0,Tier 1 (Metro),Outskirts,Unfurnished,10,Yes,12160881.62833836,10532.058003833028
3,648.2764021543719,3,3,Tier 1 (Metro),City Center,Fully Furnished,3,Yes,14874454.762012549,22944.61854940471
2,838.1238357834492,2,1,Tier 1 (Metro),Outskirts,Semi-Furnished,6,Yes,9685664.002057448,11556.363855233427
4,2382.6812745542634,4,2,Tier 2,Outskirts,Semi-Furnished,11,Yes,12465429.591868062,5231.681519887721
4,2206.778606299348,4,0,Tier 2,Tech Park,Semi-Furnished,12,Yes,20242282.69706315,9172.774577060269
4,1911.3946948191503,2,2,Tier 3,Suburbs,Unfurnished,21,Yes,8129869.748674106,4253.3704685432995
2,995.5399432563894,1,0,Tier 1 (Metro),City Center,Unfurnished,11,No,18889138.022085384,18973.762077591207
2,862.2228914849188,2,0,Tier 1 (Metro),City Center,Fully Furnished,15,Yes,17645958.291983016,20465.657391203305
5,2602.379441200892,4,1,Tier 2,City Center,Fully Furnished,5,Yes,27816758.99323012,10688.97123641348
3,1729.7634838441843,4,1,Tier 3,City Center,Fully Furnished,13,No,11674088.753089238,6748.950860695144
1,350.0,1,1,Tier 3,Suburbs,Fully Furnished,18,Yes,2012043.2902721318,5748.695115063234
1,529.9647687837348,2,3,Tier 3,City Center,Unfurnished,15,Yes,3031365.526890546,5719.937825013363
2,1186.4869741909333,2,3,Tier 1 (Metro),Tech Park,Fully Furnished,3,Yes,21362782.63832336,18005.071360257167
4,1833.9598844146522,3,2,Tier 2,Tech Park,Semi-Furnished,4,Yes,16830053.622961327,9176.892998579957
3,1710.210183636175,4,1,Tier 3,City Center,Unfurnished,8,Yes,11894234.560788628,6954.837875833261
2,1562.9308888945106,1,3,Tier 1 (Metro),City Center,Unfurnished,23,Yes,27855583.32346683,17822.658392252768
2,979.1314414026216,2,1,Tier 1 (Metro),Suburbs,Unfurnished,2,No,14300276.713026281,14605.063333009615
3,1617.992115001597,2,3,Tier 1 (Metro),Suburbs,Semi-Furnished,21,No,21167977.100091636,13082.867897703409
3,1278.5828749015827,4,3,Tier 1 (Metro),City Center,Unfurnished,9,Yes,25899279.004892644,20256.23799074128
2,1036.25023252041,2,0,Tier 2,Suburbs,Semi-Furnished,16,No,6305802.186951415,6085.211842716972
3,1638.0814874946911,4,1,Tier 1 (Metro),Outskirts,Fully Furnished,18,Yes,17058459.95129403,10413.682152884543
5,2597.421170135069,4,1,Tier 1 (Metro),City Center,Unfurnished,9,Yes,51780679.793119535,19935.419172096328
2,796.0609360582287,2,3,Tier 1 (Metro),Suburbs,Semi-Furnished,11,Yes,11829675.150478832,14860.263347495222
3,1561.9085313976352,2,1,Tier 2,Tech Park,Unfurnished,22,Yes,11897688.175103182,7617.403923427469
2,1292.4391877435273,1,3,Tier 1 (Metro),City Center,Fully Furnished,6,Yes,25574441.748879474,19787.733141649747
3,1634.590729354358,2,1,Tier 2,City Center,Unfurnished,17,Yes,15985136.950986857,9779.290108479188
3,1788.5961567215522,3,0,Tier 1 (Metro),Tech Park,Fully Furnished,18,No,29471118.252932996,16477.234473629167
3,1428.8964089962117,3,1,Tier 1 (Metro),Tech Park,Unfurnished,14,No,23415301.24206212,16386.983055343517
3,1724.9700718271133,2,0,Tier 1 (Metro),Suburbs,Semi-Furnished,6,Yes,23438696.95158349,13587.886151993862
2,1055.8535676433053,1,2,Tier 1 (Metro),Tech Park,Fully Furnished,11,No,17477403.7403012,16552.86706026031
4,1619.6357081251072,4,1,Tier 1 (Metro),Outskirts,Unfurnished,21,No,16440159.29507618,10150.529043415161
3,1595.5563014396623,3,1,Tier 1 (Metro),City Center,Fully Furnished,6,Yes,33145133.28724622,20773.402516313297
2,801.6606673119379,1,1,Tier 3,Outskirts,Fully Furnished,9,Yes,3717585.3883281555,4637.355354845654
3,1310.1359175345624,3,0,Tier 2,Suburbs,Semi-Furnished,24,Yes,8900622.564796248,6793.663501375951
3,1556.798492187712,2,1,Tier 1 (Metro),Tech Park,Semi-Furnished,23,Yes,26322621.712252237,16908.175235487295
2,1059.448854676025,2,1,Tier 1 (Metro),City Center,Semi-Furnished,21,Yes,19808080.701030433,18696.589848207124
4,1524.3070139691483,2,3,Tier 3,Tech Park,Semi-Furnished,19,Yes,8901062.383855568,5839.415749113468
4,2421.5943084731507,2,2,Tier 2,Tech Park,Fully Furnished,9,Yes,22818236.619961817,9422.81559719598
2,1114.4012556600946,2,0,Tier 1 (Metro),Suburbs,Fully Furnished,24,Yes,14590596.60679326,13092.767558082833
5,2147.635782194558,4,3,Tier 2,Suburbs,Unfurnished,22,Yes,14413977.019651776,6711.555627427141
2,692.4830407101649,2,0,Tier 2,Suburbs,Unfurnished,4,Yes,6136671.217580795,8861.83611267567
2,971.0190841837137,2,3,Tier 2,Suburbs,Unfurnished,17,Yes,5977079.822603793,6155.471009746857
2,910.811257227768,1,2,Tier 1 (Metro),City Center,Semi-Furnished,8,Yes,17924900.78006106,19680.148480618253
4,2045.2561828212092,3,3,Tier 1 (Metro),Outskirts,Fully Furnished,15,Yes,21614356.594192617,10568.043639588443
3,1391.06500165333,4,0,Tier 1 (Metro),Outskirts,Fully Furnished,6,No,16260561.534159835,11689.289511872978
2,598.508627850998,2,1,Tier 3,City Center,Unfurnished,24,Yes,1894958.9839313813,3166.1347819419266
2,922.3306123397683,2,1,Tier 2,Tech Park,Unfurnished,24,Yes,6350163.406530584,6884.910162985363
3,1408.314266679506,2,2,Tier 1 (Metro),City Center,Fully Furnished,9,Yes,29397421.199531537,20874.191148289763
1,563.3661024774059,2,0,Tier 3,Outskirts,Semi-Furnished,4,No,2334164.106885459,4143.245567351244
4,1720.7201301555801,2,0,Tier 3,Outskirts,Unfurnished,6,No,7735214.670682445,4495.335723179493
3,2003.6024020117698,2,0,Tier 3,City Center,Unfurnished,4,Yes,14528986.321750525,7251.431874488828
3,926.5078348044729,2,2,Tier 3,Suburbs,Fully Furnished,14,Yes,5473266.781473416,5907.41554023499
5,3155.5837489013124,4,1,Tier 3,Tech Park,Fully Furnished,18,Yes,18924765.841842327,5997.231367550112
2,955.1362058243791,1,3,Tier 1 (Metro),City Center,Unfurnished,9,Yes,18365124.42213229,19227.754439777866
5,2929.7924361717783,2,2,Tier 3,Outskirts,Unfurnished,7,No,12321684.554516053,4205.651022369427
3,1523.94044521762,2,3,Tier 3,Suburbs,Semi-Furnished,23,Yes,7332974.004337102,4811.850769726075
3,1841.866660807641,4,1,Tier 1 (Metro),Tech Park,Semi-Furnished,8,Yes,32193028.724027533,17478.47952788895
2,922.5276070894378,1,2,Tier 1 (Metro),Outskirts,Semi-Furnished,10,Yes,9244619.540653273,10020.96790341042
4,1560.5518299288751,4,1,Tier 3,Tech Park,Semi-Furnished,21,Yes,9573390.033420784,6134.618440617322
2,1284.1008574542127,1,3,Tier 1 (Metro),Suburbs,Unfurnished,1,No,17273174.181486044,13451.571254092052
2,977.3038708235717,2,0,Tier 3,Outskirts,Unfurnished,2,Yes,3810232.2436660393,3898.7180522012723
1,522.155847362421,2,0,Tier 1 (Metro),Suburbs,Unfurnished,12,No,6266968.726637892,12002.103889661275
3,1870.4255742134387,3,3,Tier 1 (Metro),City Center,Semi-Furnished,10,Yes,37531681.67890784,20065.851427791167
3,1190.4134273716695,2,0,Tier 1 (Metro),City Center,Unfurnished,9,Yes,22720573.42261057,19086.287923327312
3,1678.6472692917773,3,3,Tier 1 (Metro),Tech Park,Fully Furnished,14,Yes,29691310.108560003,17687.64090688736
4,1764.0420974148437,3,2,Tier 2,Suburbs,Semi-Furnished,5,Yes,14071651.569516452,7976.936372515191
1,486.78306443556284,2,2,Tier 2,Suburbs,Fully Furnished,0,Yes,4840419.7140661925,9943.689638584245
3,1521.6836896152865,2,2,Tier 1 (Metro),Tech Park,Semi-Furnished,13,Yes,26874447.835343935,17660.994869530576
2,699.9556277106128,1,0,Tier 1 (Metro),Tech Park,Unfurnished,17,No,10529110.419073284,15042.539844291961
4,1688.465182871826,3,1,Tier 1 (Metro),Tech Park,Semi-Furnished,23,Yes,28658100.552597377,16972.870298607075
3,1905.321867723942,2,0,Tier 1 (Metro),City Center,Fully Furnished,10,Yes,37771398.6774921,19824.156389184274
3,1765.8573565754389,4,0,Tier 2,Tech Park,Semi-Furnished,7,Yes,15920189.202707121,9015.557878118452
3,1481.2081268018296,3,1,Tier 1 (Metro),City Center,Fully Furnished,21,Yes,28764002.842655286,19419.285056693192
2,1048.6246917025787,1,1,Tier 1 (Metro),Tech Park,Unfurnished,2,No,18389438.980597917,17536.721313266302
2,941.1514988727084,2,1,Tier 1 (Metro),Suburbs,Fully Furnished,13,Yes,13588796.464774579,14438.479332021418
3,1906.9750157483948,2,1,Tier 1 (Metro),Suburbs,Unfurnished,1,No,25604976.59706634,13427.012092771249
2,959.9294844411672,2,0,Tier 1 (Metro),Tech Park,Fully Furnished,15,Yes,16118870.015332833,16791.723013609273
2,1046.3684184269696,1,3,Tier 1 (Metro),Tech Park,Unfurnished,5,No,17905071.88275545,17111.632544942986
2,1229.206028828413,2,2,Tier 3,City Center,Fully Furnished,0,No,9986243.352675825,8124.141208609238
3,1266.7885545462282,4,3,Tier 3,Outskirts,Unfurnished,13,No,4692008.157945471,3703.860554397082
2,1311.7578368993788,1,0,Tier 3,City Center,Unfurnished,9,Yes,9404162.664986677,7169.130155315431
2,693.9077180513247,1,1,Tier 1 (Metro),Suburbs,Unfurnished,5,Yes,8891881.84319123,12814.213780705557
3,1988.8926393338395,4,2,Tier 1 (Metro),Tech Park,Fully Furnished,8,Yes,34010863.53404811,17100.401932926718
3,1388.1973248144077,3,2,Tier 2,Suburbs,Fully Furnished,6,Yes,10763766.49903761,7753.77268536132
2,951.4602504349436,2,3,Tier 2,Outskirts,Unfurnished,24,Yes,3936783.394002971,4137.622556699913
2,621.9979657634115,1,0,Tier 3,City Center,Semi-Furnished,1,No,4704065.475863548,7562.830965355322
2,909.0410565244614,1,0,Tier 1 (Metro),Suburbs,Unfurnished,10,Yes,11372527.74729273,12510.466568774506
2,792.0386937946232,2,0,Tier 1 (Metro),City Center,Semi-Furnished,13,No,15826236.176738262,19981.645215987424
2,878.4707309253055,1,2,Tier 2,Tech Park,Unfurnished,4,Yes,8183345.6626162585,9315.444868603221
3,1458.806710263336,4,3,Tier 3,Suburbs,Fully Furnished,8,No,8523757.295867544,5842.965511399985
3,1787.3374843418717,2,2,Tier 3,Outskirts,Semi-Furnished,6,Yes,7752726.91275838,4337.584245100229
